time,x,y,z
34985,-0.07257,9.77729,-0.11500
35036,-0.06763,9.79163,-0.09589
35086,-0.08211,9.78215,-0.12457
35135,-0.08689,9.78222,-0.11502
35185,-0.07262,9.77249,-0.12934
35236,-0.05809,9.79146,-0.13411
35285,-0.06761,9.79635,-0.11978
35336,-0.06766,9.79155,-0.12933
35386,-0.08680,9.79177,-0.11501
35435,-0.08193,9.80129,-0.11501
35489,-0.06764,9.79162,-0.10067
35536,-0.07712,9.80128,-0.09590
35586,-0.07729,9.78686,-0.12934
35635,-0.08676,9.79655,-0.11501
35685,-0.07724,9.78697,-0.09590
35736,-0.07728,9.78688,-0.13412
35786,-0.07251,9.78212,-0.10545
35836,-0.06284,9.79159,-0.10545
35886,-0.07719,9.79643,-0.12934
35935,-0.08201,9.79173,-0.11501
35985,-0.07713,9.80127,-0.10545
36036,-0.08202,9.79172,-0.11979
36085,-0.07248,9.78687,-0.11501
36136,-0.07252,9.78210,-0.11023
36186,-0.06774,9.78203,-0.11978
36236,-0.07732,9.78211,-0.12456
36286,-0.05807,9.79150,-0.11978
36335,-0.06773,9.78205,-0.11501
36385,-0.08205,9.78697,-0.11501
36436,-0.07243,9.79167,-0.11023
36491,-0.08680,9.79178,-0.11979
36535,-0.07253,9.78207,-0.12456
36586,-0.08211,9.78215,-0.12935
36635,-0.07243,9.79167,-0.11023
36685,-0.08204,9.78700,-0.10068
36736,-0.06282,9.79633,-0.11978
36786,-0.07256,9.77731,-0.11501
36836,-0.08674,9.79660,-0.10068
36885,-0.08206,9.78695,-0.11501
36935,-0.07249,9.78682,-0.12934
36986,-0.07249,9.78682,-0.12934
37035,-0.07720,9.79642,-0.13412
37086,-0.06774,9.78203,-0.11978
37136,-0.06756,9.80115,-0.11978
37186,-0.08213,9.77744,-0.10068
37236,-0.05811,9.78673,-0.11500
37286,-0.05811,9.78674,-0.11022
37336,-0.09162,9.78707,-0.11024
37386,-0.08201,9.79174,-0.11501
37436,-0.07243,9.79166,-0.11023
37490,-0.07249,9.78684,-0.12456
37536,-0.06756,9.80116,-0.11500
37586,-0.07243,9.79165,-0.11501
37636,-0.08197,9.79652,-0.11501
37686,-0.05803,9.79629,-0.11978
37735,-0.05802,9.79631,-0.11022
37785,-0.08688,9.78225,-0.11024
37835,-0.07247,9.78689,-0.11023
37885,-0.08192,9.80130,-0.11501
37935,-0.07717,9.79649,-0.11023
37986,-0.07248,9.78685,-0.12456
38035,-0.06769,9.78682,-0.11500
38086,-0.07257,9.77730,-0.11501
38136,-0.06765,9.79158,-0.11978
38186,-0.07726,9.78693,-0.10545
38235,-0.07248,9.78686,-0.11501
38285,-0.07247,9.78689,-0.11023
38336,-0.07243,9.79164,-0.11979
38386,-0.07718,9.79646,-0.12457
38435,-0.08679,9.79181,-0.11024
38489,-0.07737,9.77732,-0.12934
38536,-0.08199,9.79180,-0.09113
38585,-0.08196,9.79653,-0.11024
38636,-0.07709,9.80604,-0.11501
38686,-0.09168,9.78227,-0.11980
38736,-0.07234,9.80122,-0.11501
38785,-0.07718,9.79646,-0.12457
38835,-0.07248,9.78685,-0.12456
38886,-0.06298,9.77723,-0.11500
38935,-0.07731,9.78214,-0.11979
38985,-0.08690,9.78219,-0.13413
39035,-0.07726,9.78692,-0.11979
39085,-0.08685,9.78699,-0.12457
39136,-0.08206,9.78694,-0.12457
39186,-0.09154,9.79663,-0.11024
39236,-0.07247,9.78690,-0.10545
39286,-0.07252,9.78209,-0.11979
39336,-0.08682,9.78706,-0.09591
39385,-0.07242,9.79167,-0.11023
39435,-0.07731,9.78213,-0.11979
39490,-0.09154,9.79661,-0.11980
39536,-0.07244,9.79163,-0.12934
39586,-0.07717,9.79649,-0.11501
39636,-0.08198,9.79650,-0.12935
39686,-0.07723,9.79166,-0.12456
39735,-0.08214,9.77740,-0.11023
39785,-0.07247,9.78687,-0.11023
39835,-0.08200,9.79175,-0.10546
39886,-0.07718,9.79646,-0.12457
39936,-0.06769,9.78682,-0.11978
39985,-0.08683,9.78703,-0.11024
40036,-0.06765,9.79159,-0.12456
40086,-0.07731,9.78212,-0.11979
40136,-0.05826,9.77235,-0.12933
40185,-0.07722,9.79169,-0.11501
40236,-0.09168,9.78226,-0.11980
40285,-0.06280,9.79637,-0.11023
40335,-0.07247,9.78689,-0.11501
40385,-0.07712,9.80129,-0.11024
40436,-0.07720,9.79174,-0.10546
40490,-0.06764,9.79162,-0.11501
40537,-0.06777,9.77728,-0.11501
40585,-0.09168,9.78226,-0.12457
40635,-0.06769,9.78682,-0.11978
40685,-0.07240,9.79640,-0.12934
40736,-0.06281,9.79635,-0.11500
40786,-0.06276,9.80113,-0.11500
40836,-0.08204,9.78699,-0.11024
40885,-0.07726,9.78694,-0.11501
40936,-0.06301,9.77249,-0.10067
40985,-0.07731,9.78215,-0.11979
41035,-0.08687,9.78226,-0.11024
41086,-0.09151,9.80137,-0.12457
41136,-0.07730,9.78216,-0.10546
41186,-0.08201,9.79175,-0.11501
41236,-0.08201,9.79175,-0.11501
41285,-0.07713,9.80127,-0.12457
41335,-0.07238,9.79646,-0.11501
41386,-0.07242,9.79168,-0.11501
41436,-0.06754,9.80122,-0.10546
41489,-0.08214,9.77739,-0.11979
41535,-0.07737,9.77732,-0.12934
41586,-0.06300,9.77718,-0.12933
41636,-0.07721,9.79172,-0.10546
41686,-0.07243,9.79167,-0.11023
41736,-0.07718,9.79646,-0.12457
41786,-0.06750,9.81066,-0.14367
41836,-0.07718,9.79648,-0.11501
41886,-0.08194,9.79659,-0.10069
41936,-0.06763,9.79164,-0.11023
41985,-0.07721,9.79172,-0.11501
42036,-0.08674,9.79661,-0.11024
42085,-0.07237,9.79648,-0.10546
42135,-0.08201,9.79175,-0.12457
42186,-0.06293,9.78204,-0.11023
42236,-0.08197,9.79653,-0.12457
42285,-0.07247,9.78689,-0.11501
42336,-0.07723,9.79167,-0.13412
42386,-0.06774,9.78201,-0.13412
42436,-0.05810,9.78676,-0.11022
42490,-0.08680,9.79179,-0.12457
42536,-0.08684,9.78702,-0.11980
42586,-0.06276,9.80115,-0.11501
42635,-0.06278,9.80110,-0.13411
42685,-0.07243,9.79166,-0.11979
42736,-0.07238,9.79645,-0.11501
42786,-0.08192,9.80131,-0.11979
42836,-0.06757,9.80114,-0.13412
42886,-0.07716,9.79652,-0.11024
42936,-0.07726,9.78693,-0.11979
42985,-0.08690,9.78220,-0.13891
43036,-0.08217,9.77266,-0.11024
43085,-0.07732,9.78211,-0.12934
43136,-0.08204,9.78699,-0.11024
43186,-0.07735,9.77737,-0.11501
43235,-0.06768,9.78684,-0.11501
43286,-0.06277,9.80113,-0.12934
43336,-0.06777,9.77729,-0.12457
43386,-0.08191,9.80134,-0.11980
43436,-0.08219,9.77262,-0.13413
43490,-0.07247,9.78689,-0.12457
43535,-0.07718,9.79647,-0.13412
43585,-0.07248,9.78686,-0.13412
43636,-0.07241,9.79171,-0.10546
43686,-0.06759,9.79641,-0.11979
43736,-0.08205,9.78698,-0.12457
43785,-0.06280,9.79636,-0.11978
43835,-0.07229,9.80602,-0.11979
43886,-0.08214,9.77742,-0.11979
43936,-0.08685,9.78700,-0.12935
43985,-0.07248,9.78686,-0.12934
44035,-0.06769,9.78682,-0.12934
44086,-0.09167,9.78230,-0.11980
44136,-0.08675,9.79658,-0.12457
44186,-0.07252,9.78209,-0.12934
44235,-0.06772,9.78207,-0.11979
44286,-0.08196,9.79654,-0.11979
44336,-0.08674,9.79661,-0.11024
44386,-0.06294,9.78202,-0.11978
44436,-0.08200,9.79178,-0.11502
44490,-0.06768,9.78685,-0.11979
44535,-0.07716,9.79653,-0.11024
44586,-0.06764,9.79163,-0.11979
44636,-0.07242,9.79169,-0.11501
44685,-0.08670,9.80139,-0.11024
44736,-0.07726,9.78693,-0.11979
44786,-0.06280,9.79638,-0.11023
44836,-0.08203,9.78701,-0.10546
44886,-0.06755,9.80119,-0.11979
44936,-0.09154,9.79662,-0.12458
44986,-0.06759,9.79641,-0.11979
45035,-0.08204,9.78700,-0.11502
45085,-0.06768,9.78685,-0.11501
45136,-0.08197,9.79653,-0.12457
45186,-0.06767,9.78686,-0.11023
45236,-0.06761,9.79638,-0.12934
45285,-0.06756,9.80117,-0.11978
45336,-0.07727,9.78691,-0.12457
45386,-0.08682,9.79175,-0.13890
45436,-0.06755,9.80118,-0.11501
45488,-0.07253,9.77739,-0.10546
45536,-0.07725,9.78695,-0.12457
45585,-0.08203,9.78702,-0.11502
45636,-0.07720,9.79176,-0.11502
45686,-0.08670,9.80137,-0.11980
45735,-0.07238,9.79646,-0.11501
45786,-0.07721,9.79173,-0.11502
45835,-0.08206,9.78696,-0.12935
45885,-0.08691,9.77750,-0.11502
45936,-0.07243,9.79167,-0.12457
45986,-0.08678,9.79183,-0.11502
46036,-0.08665,9.80618,-0.11502
46085,-0.07731,9.78214,-0.12457
46136,-0.08680,9.79179,-0.12457
46186,-0.07729,9.78218,-0.11024
46236,-0.07251,9.78212,-0.11501
46286,-0.08200,9.79178,-0.11502
46336,-0.07713,9.80128,-0.11979
46386,-0.07244,9.79164,-0.13412
46436,-0.07720,9.79175,-0.11024
46490,-0.06280,9.79637,-0.11501
46536,-0.07251,9.78211,-0.11979
46585,-0.09159,9.79183,-0.12935
46636,-0.08697,9.77268,-0.11980
46686,-0.08686,9.78230,-0.11981
46736,-0.07719,9.79179,-0.11502
46786,-0.07243,9.78701,-0.09591
46836,-0.08676,9.79190,-0.10547
46886,-0.08200,9.79177,-0.11980
46936,-0.09641,9.78714,-0.11503
46986,-0.09158,9.79185,-0.12458
47035,-0.07246,9.78692,-0.11024
47085,-0.06285,9.79157,-0.12456
47136,-0.06758,9.79645,-0.10546
47186,-0.07241,9.79170,-0.11024
47236,-0.06756,9.80117,-0.12934
47286,-0.07239,9.79644,-0.12934
47336,-0.07232,9.80128,-0.10546
47386,-0.08679,9.79181,-0.12458
47435,-0.07251,9.78211,-0.12457
47490,-0.08200,9.79176,-0.12457
47536,-0.06764,9.79163,-0.12457
47586,-0.06284,9.79160,-0.11501
47635,-0.07720,9.79177,-0.10546
47685,-0.06764,9.79161,-0.12456
47736,-0.07243,9.79166,-0.12457
47785,-0.08210,9.78218,-0.12935
47836,-0.08204,9.78700,-0.11502
47886,-0.07726,9.78693,-0.11979
47936,-0.08209,9.78220,-0.11979
47985,-0.07726,9.78693,-0.11979
48036,-0.07730,9.78216,-0.11501
48085,-0.09162,9.78710,-0.11980
48136,-0.06280,9.79637,-0.12456
48186,-0.08206,9.78227,-0.10069
48235,-0.06772,9.78207,-0.12457
48286,-0.07731,9.78215,-0.11979
48336,-0.07727,9.78691,-0.12457
48385,-0.07727,9.78691,-0.12457
48436,-0.07250,9.78214,-0.10546
48490,-0.10115,9.79196,-0.11981
48535,-0.07247,9.78690,-0.11979
48586,-0.08675,9.79659,-0.12458
48635,-0.08665,9.80618,-0.11502
48686,-0.06763,9.79165,-0.11501
48736,-0.09650,9.77756,-0.12458
48786,-0.08205,9.78698,-0.12457
48836,-0.08209,9.78220,-0.12457
48886,-0.07713,9.80128,-0.11979
48936,-0.08199,9.79180,-0.10546
48985,-0.07242,9.79168,-0.11979
49036,-0.08200,9.79177,-0.11980
49086,-0.08203,9.78703,-0.11502
49135,-0.07251,9.78213,-0.12457
49186,-0.07720,9.79175,-0.11980
49236,-0.07245,9.78694,-0.11502
49286,-0.07236,9.79653,-0.11024
49336,-0.07245,9.78696,-0.11502
49386,-0.08210,9.77753,-0.10069
49436,-0.07720,9.79176,-0.12458
49485,-0.07712,9.80129,-0.11979
49543,-0.08692,9.77747,-0.12458
49586,-0.08204,9.78701,-0.11502
49635,-0.08208,9.78224,-0.11024
49686,-0.07237,9.79649,-0.11979
49736,-0.07733,9.77743,-0.11502
49785,-0.06762,9.79169,-0.11024
49836,-0.07725,9.78696,-0.12457
49886,-0.07724,9.78699,-0.11980
49936,-0.10140,9.76332,-0.11981
49986,-0.06276,9.79648,-0.09113
50035,-0.06278,9.79643,-0.11024
50086,-0.03934,9.74355,-0.13411
50136,-0.11533,9.81126,-0.11504
50186,-0.10138,9.76805,-0.13414
50236,-0.04370,9.79139,-0.13889
50285,-0.12035,9.78737,-0.12460
50336,-0.02918,9.80565,-0.11021
50386,-0.05809,9.78680,-0.11023
50436,-0.06756,9.80117,-0.13890
50485,-0.11545,9.79695,-0.09115
50541,-0.08680,9.79180,-0.12935
50586,-0.09633,9.79667,-0.12936
50635,-0.01978,9.78643,-0.10543
50685,-0.11077,9.78729,-0.11982
50736,-0.09157,9.79189,-0.11981
50786,-0.05330,9.78675,-0.11501
50836,-0.09153,9.79667,-0.11981
50885,-0.04377,9.78187,-0.11978
50936,-0.07245,9.78695,-0.11024
50986,-0.08189,9.80139,-0.10547
51035,-0.05333,9.78199,-0.10545
51086,-0.08189,9.80139,-0.10547
51136,-0.05801,9.79633,-0.12456
51185,-0.07721,9.79173,-0.12457
51235,-0.08678,9.79185,-0.11502
51286,-0.08675,9.79658,-0.12457
51336,-0.04848,9.79144,-0.11978
51385,-0.08213,9.77744,-0.11502
51435,-0.06780,9.77253,-0.11023
51485,-0.09624,9.80623,-0.13414
51540,-0.08186,9.80613,-0.11980
51586,-0.02923,9.80085,-0.11977
51636,-0.09641,9.78714,-0.12458
51686,-0.05809,9.78679,-0.11979
51735,-0.09160,9.78714,-0.11025
51785,-0.08208,9.78223,-0.12458
51836,-0.09153,9.79666,-0.12458
51886,-0.07690,9.82522,-0.11502
51935,-0.04377,9.78187,-0.11978
51986,-0.06759,9.79643,-0.12457
52036,-0.11082,9.78249,-0.12937
52085,-0.04890,9.74370,-0.11978
52136,-0.10117,9.78726,-0.10548
52186,-0.08214,9.77276,-0.09592
52236,-0.03400,9.80095,-0.10544
52285,-0.09153,9.79666,-0.11980
52335,-0.12043,9.77783,-0.11504
52386,-0.07725,9.78698,-0.11502
52436,-0.11064,9.80162,-0.12459
52486,-0.00074,9.77662,-0.13408
52535,-0.07247,9.78690,-0.11979
52590,-0.06761,9.79636,-0.14367
52636,-0.13951,9.78753,-0.12938
52685,-0.05804,9.79161,-0.11501
52735,-0.09165,9.78235,-0.12459
52786,-0.07231,9.80131,-0.11502
52836,0.20991,9.76047,-0.06708
52886,-0.29279,9.77488,-0.06261
52936,-0.03425,9.76763,-0.05767
52986,-0.18256,9.78807,-0.10076
53035,-0.01976,9.78649,-0.10544
53086,-0.00084,9.75302,-0.02421
53136,-0.01991,9.76743,-0.06722
53186,-0.24012,9.77435,-0.05779
53236,0.18139,9.78931,-0.10531
53285,-0.24017,9.77425,-0.10079
53336,0.01361,9.77178,-0.11497
53386,-0.14901,9.79251,-0.09596
53436,-0.00055,9.79579,-0.12453
53486,-0.09160,9.78715,-0.10070
53535,-0.02928,9.79605,-0.12454
53585,-0.17777,9.79271,-0.11986
53639,-0.05807,9.79151,-0.13889
53685,-0.07728,9.78222,-0.11502
53736,-0.03885,9.79617,-0.12455
53785,-0.10599,9.78723,-0.13415
53835,-0.06280,9.79640,-0.12457
53886,-0.08683,9.78704,-0.13414
53935,-0.05801,9.79635,-0.12456
53985,-0.05809,9.78680,-0.11979
54036,-0.08190,9.80137,-0.11980
54085,-0.08201,9.78709,-0.09592
54135,-0.08203,9.78703,-0.11980
54186,-0.09640,9.78715,-0.12459
54236,-0.07235,9.79653,-0.10546
54285,-0.06284,9.79162,-0.12457
54336,-0.09149,9.80145,-0.12936
54386,-0.09644,9.78240,-0.11981
54436,-0.07715,9.79657,-0.11502
54485,-0.05801,9.79633,-0.12934
54536,-0.06766,9.78690,-0.11502
54586,-0.06287,9.78686,-0.11501
54640,-0.07724,9.78699,-0.11502
54686,-0.07725,9.78698,-0.11502
54736,-0.07242,9.79170,-0.11979
54785,-0.06289,9.78680,-0.12934
54836,-0.07247,9.78689,-0.12935
54886,-0.07729,9.78218,-0.11980
54936,-0.09152,9.79667,-0.11503
54985,-0.06759,9.79643,-0.11979
55036,-0.08209,9.78221,-0.12935
55086,-0.05322,9.79630,-0.11978
55136,-0.08198,9.79183,-0.10547
55185,-0.09165,9.78234,-0.11503
55235,-0.08682,9.78708,-0.11503
55285,-0.08670,9.80139,-0.11980
55336,-0.07242,9.79169,-0.11979
55386,-0.08205,9.78698,-0.12935
55436,-0.08200,9.79178,-0.11980
55486,-0.06287,9.78687,-0.11979
55535,-0.06269,9.80601,-0.11502
55585,-0.07719,9.79179,-0.11980
55639,-0.08672,9.79669,-0.11025
55685,-0.06276,9.80117,-0.12934
55735,-0.07236,9.79651,-0.11502
55786,-0.07728,9.78222,-0.11502
55836,-0.07723,9.78702,-0.10547
55886,-0.08202,9.78706,-0.11503
55936,-0.07250,9.78216,-0.12458
55985,-0.07244,9.78698,-0.11024
56035,-0.06752,9.80127,-0.11024
56086,-0.06775,9.77733,-0.12457
56136,-0.07715,9.79656,-0.11980
56186,-0.08205,9.78699,-0.13891
56236,-0.07236,9.79653,-0.11024
56286,-0.08195,9.79659,-0.12458
56336,-0.08677,9.79187,-0.11981
56385,-0.09152,9.79668,-0.12459
56435,-0.06763,9.79166,-0.12935
56485,-0.07243,9.79169,-0.13891
56536,-0.06763,9.79166,-0.12935
56586,-0.08670,9.80141,-0.12936
56641,-0.08686,9.78231,-0.11981
56687,-0.07714,9.79659,-0.11025
56735,-0.08205,9.78232,-0.10070
56786,-0.07720,9.79177,-0.12458
56836,-0.07241,9.79173,-0.12458
56886,-0.08209,9.78222,-0.13413
56936,-0.08190,9.80137,-0.11980
56985,-0.08208,9.78223,-0.12936
57036,-0.07721,9.79173,-0.13413
57085,-0.06753,9.80126,-0.11980
57135,-0.07725,9.78697,-0.13413
57186,-0.07235,9.79655,-0.11025
57235,-0.07241,9.79173,-0.12458
57286,-0.06292,9.78208,-0.11979
57336,-0.07727,9.78225,-0.10547
57386,-0.08686,9.78231,-0.11981
57435,-0.06748,9.80604,-0.11502
57485,-0.08189,9.80140,-0.11025
57536,-0.07241,9.79171,-0.12457
57586,-0.08669,9.80142,-0.11981
57636,-0.09152,9.79670,-0.11503
57689,-0.07716,9.79655,-0.12936
57736,-0.09636,9.79195,-0.12937
57786,-0.07239,9.79178,-0.10547
57836,-0.08691,9.77752,-0.12936
57886,-0.08680,9.78715,-0.11026
57936,-0.07715,9.79658,-0.12458
57986,-0.07715,9.79657,-0.12936
58036,-0.07722,9.78704,-0.11503
58086,-0.07238,9.79180,-0.11025
58136,-0.07714,9.79659,-0.12458
58185,-0.07249,9.78219,-0.12936
58236,-0.08676,9.79192,-0.11981
58286,-0.06764,9.78698,-0.11503
58336,-0.08194,9.79663,-0.13414
58386,-0.08206,9.78231,-0.12459
58436,-0.08676,9.79191,-0.12937
58486,-0.08664,9.80623,-0.11503
58536,-0.07245,9.78694,-0.12458
58586,-0.08681,9.78712,-0.11025
58636,-0.06762,9.79168,-0.12457
58689,-0.07715,9.79657,-0.11502
58735,-0.09159,9.78718,-0.10548
58786,-0.06770,9.78214,-0.11502
58835,-0.07231,9.80131,-0.11502
58886,-0.06749,9.80602,-0.12457
58936,-0.07244,9.78697,-0.11502
58986,-0.07723,9.78702,-0.11502
59036,-0.07720,9.79177,-0.12458
59086,-0.08203,9.78705,-0.12936
59136,-0.06756,9.79650,-0.11502
59186,-0.08194,9.79662,-0.12458
59236,-0.08206,9.78229,-0.11981
59286,-0.08690,9.77754,-0.12459
59336,-0.08210,9.77752,-0.11503
59386,-0.07701,9.81092,-0.11980
59436,-0.09155,9.79195,-0.11504
59486,-0.07244,9.78699,-0.11502
59536,-0.08668,9.80145,-0.11981
59585,-0.06751,9.80132,-0.10069
59635,-0.07236,9.79654,-0.11980
59691,-0.07244,9.78699,-0.11980
59736,-0.08189,9.80141,-0.12459
59786,-0.07232,9.80130,-0.12936
59836,-0.07718,9.79182,-0.11503
59886,-0.08207,9.78228,-0.11981
59936,-0.06758,9.79645,-0.12935
59985,-0.07724,9.78700,-0.12458
60036,-0.07240,9.79176,-0.11502
60086,-0.08198,9.79185,-0.11981
60136,-0.07249,9.78219,-0.12458
60185,-0.08198,9.79184,-0.12458
60237,-0.07246,9.78693,-0.13891
60285,-0.05799,9.79641,-0.11502
60336,-0.07237,9.79651,-0.12936
60386,-0.06774,9.77737,-0.11980
60435,-0.07257,9.77265,-0.11502
60485,-0.07248,9.78221,-0.11502
60536,-0.07231,9.80133,-0.11502
60585,-0.07226,9.80613,-0.11025
60636,-0.07705,9.80616,-0.11503
60689,-0.08685,9.78233,-0.12459
60736,-0.07724,9.78701,-0.12936
60786,-0.06756,9.79652,-0.11025
60836,-0.06756,9.79651,-0.11502
60886,-0.07236,9.79654,-0.12458
60935,-0.07718,9.79182,-0.11981
60985,-0.06286,9.78691,-0.11502
61036,-0.08200,9.78712,-0.10548
61086,-0.07240,9.79176,-0.12458
61136,-0.07727,9.78225,-0.11981
61185,-0.08684,9.78237,-0.11026
61236,0.06083,9.69491,-0.10539
61285,-0.16306,9.82146,-0.07209
61336,-0.05334,9.77732,-0.09591
61386,-0.05305,9.81076,-0.10546
61436,-0.07237,9.79185,-0.09592
61486,-0.11079,9.78258,-0.11505
61535,-0.03401,9.80094,-0.12456
61586,-0.11078,9.78260,-0.10549
61636,-0.03420,9.78179,-0.13889
61685,-0.08202,9.78240,-0.09115
61740,-0.08689,9.77758,-0.12459
61786,-0.12502,9.79707,-0.12461
61836,0.00421,9.78633,-0.09588
61885,-0.13949,9.78761,-0.12462
61936,0.01364,9.77186,-0.10064
61986,-0.12993,9.78280,-0.10073
62035,-0.01491,9.79594,-0.13888
62086,-0.12025,9.79230,-0.08639
62135,-0.07259,9.76793,-0.09114
62185,-0.08201,9.78710,-0.11025
62236,-0.02922,9.80090,-0.12455
62285,-0.05805,9.78692,-0.09591
62335,-0.16341,9.78788,-0.11508
62386,-0.06283,9.79165,-0.13413
62436,-0.12029,9.78753,-0.09117
62485,0.00408,9.77668,-0.13887
62535,-0.09157,9.78723,-0.11027
62586,-0.05328,9.78683,-0.12457
62636,-0.13948,9.78763,-0.13418
62686,-0.08187,9.80145,-0.10548
62741,-0.07254,9.77740,-0.12936
62786,-0.05320,9.79636,-0.11979
62835,-0.03891,9.78669,-0.11023
62885,-0.06294,9.77737,-0.11502
62936,-0.11546,9.79695,-0.13416
62985,-0.07721,9.78709,-0.10548
63036,-0.07234,9.79658,-0.11503
63085,-0.04370,9.78674,-0.11979
63136,-0.08193,9.79665,-0.12459
63185,-0.07664,9.85392,-0.14369
63235,-0.13933,9.80203,-0.10551
63286,-0.04396,9.76272,-0.16278
63336,-0.07727,9.78692,-0.17236
63385,-0.06747,9.80608,-0.11980
63436,-0.08689,9.78226,-0.16281
63486,-0.11062,9.80169,-0.13894
63535,-0.12029,9.78755,-0.09595
63585,-0.00535,9.79115,-0.12455
63636,-0.05315,9.80116,-0.12935
63686,-0.15385,9.78309,-0.08164
63741,-0.08677,9.79187,-0.13414
63786,-0.02449,9.79603,-0.14366
63835,-0.26880,9.77946,-0.06260
63885,0.13843,9.80875,-0.16745
63936,-0.15384,9.78778,-0.11985
63985,-0.00057,9.79106,-0.12932
64036,-0.16343,9.78784,-0.13419
64086,-0.06763,9.78700,-0.10547
64136,-0.15858,9.79730,-0.15807
64185,0.12398,9.79934,-0.16746
64236,-0.13944,9.79241,-0.12940
64285,-0.01972,9.79127,-0.11499
64336,-0.20648,9.79304,-0.12466
64386,-0.01008,9.80068,-0.13887
64436,-0.14410,9.80679,-0.12462
64486,0.02806,9.78121,-0.14363
64536,-0.12035,9.78272,-0.11028
64586,-0.06277,9.79647,-0.12458
64635,-0.12022,9.79706,-0.11028
64685,-0.06279,9.79175,-0.10547
64735,-0.05794,9.80122,-0.12458
64791,-0.02455,9.78654,-0.12933
64836,-0.11068,9.79220,-0.11028
64885,-0.07723,9.78704,-0.12459
64936,-0.12998,9.77800,-0.11984
64986,0.00425,9.79579,-0.13409
65035,-0.10589,9.79216,-0.10072
65086,-0.04357,9.80109,-0.11979
65136,-0.07226,9.80145,-0.08637
65185,-0.14901,9.78786,-0.08164
65235,0.00410,9.77207,-0.07199
65286,-0.08213,9.77279,-0.11982
65336,-0.01489,9.79135,-0.08634
65386,-0.14427,9.78302,-0.09119
65436,-0.13465,9.79237,-0.13896
65485,-0.08199,9.78715,-0.09592
65536,-0.03407,9.79611,-0.15322
65586,-0.03889,9.79141,-0.13889
65636,-0.05316,9.80113,-0.12935
65685,-0.16336,9.79735,-0.14852
65736,-0.05786,9.81074,-0.12457
65789,-0.10588,9.79684,-0.12938
65836,-0.02938,9.78649,-0.15322
65886,-0.06282,9.79169,-0.12936
65936,-0.08190,9.80138,-0.14848
65986,-0.13473,9.78283,-0.12462
66035,-0.05357,9.75806,-0.15801
66086,-0.09159,9.77784,-0.04339
66136,0.02808,9.78125,-0.12930
66185,-0.14902,9.79715,-0.18673
